id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V1651729253,1776599077210.283,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,8343,10,true,0,0,270,480,4,37,4,547,1,1,SV137,0,0,0,0,783,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,214166,0.151,0,0.110846
OT01V2496162411,1776599077210.283,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599077210.283,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599077210.283,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,8343,10,true,0,0,270,480,4,37,4,547,1,1,SV137,0,0,0,0,783,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,214166,0.151,0,0.110846
OT01V2496162411,1776599077210.283,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599077210.283,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599077410.255,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,12623,15,true,0,0,270,480,9,29,9,687,1,2,SV137,0,0,0,1,1793,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,214166,0.24,0,0.619803
OT01V2496162411,1776599077410.255,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599077410.255,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599077410.255,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,12623,15,true,0,0,270,480,9,29,9,687,1,2,SV137,0,0,0,1,1793,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,214166,0.24,0,0.619803
OT01V2496162411,1776599077410.255,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599077410.255,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599077610.505,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,20697,24,true,0,0,270,480,15,29,15,943,1,2,SV137,0,0,0,1,3002,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,214166,0.342,0,2.3591919999999997
OT01V2496162411,1776599077610.505,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599077610.505,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599077610.505,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,20697,24,true,0,0,270,480,15,29,15,943,1,2,SV137,0,0,0,1,3002,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,214166,0.342,0,2.3591919999999997
OT01V2496162411,1776599077610.505,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599077610.505,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599077810.534,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,28808,35,true,0,0,270,480,20,28,20,1227,1,2,SV137,0,0,0,1,4032,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,214166,0.419,0,3.799574
OT01V2496162411,1776599077810.534,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599077810.534,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599077810.534,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,28808,35,true,0,0,270,480,20,28,20,1227,1,2,SV137,0,0,0,1,4032,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,214166,0.419,0,3.799574
OT01V2496162411,1776599077810.534,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599077810.534,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599078010.459,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,34368,44,true,0,0,270,480,25,27,25,1443,1,2,SV137,0,0,0,1,5047,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,214166,0.5,0,4.033062999999999
OT01V2496162411,1776599078010.459,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599078010.459,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599078010.459,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,34368,44,true,0,0,270,480,25,27,25,1443,1,2,SV137,0,0,0,1,5047,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,214166,0.5,0,4.033062999999999
OT01V2496162411,1776599078010.459,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599078010.459,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599078210.403,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,39562,54,true,0,0,270,480,31,28,31,2193,1,2,SV137,0,0,0,1,6271,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,173882,0.604,0,4.033075
OT01V2496162411,1776599078210.403,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599078210.403,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599078210.403,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,39562,54,true,0,0,270,480,31,28,31,2193,1,2,SV137,0,0,0,1,6271,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,173882,0.604,0,4.033075
OT01V2496162411,1776599078210.403,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599078210.403,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599078410.478,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,44309,70,true,0,0,270,480,37,28,37,4617,1,2,SV137,0,0,0,1,7484,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,176799,0.707,0,4.033088
OT01V2496162411,1776599078410.478,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599078410.478,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599078410.478,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,44309,70,true,0,0,270,480,37,28,37,4617,1,2,SV137,0,0,0,1,7484,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,176799,0.707,0,4.033088
OT01V2496162411,1776599078410.478,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599078410.478,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599078610.472,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,47361,89,true,0,0,270,480,41,27,41,8643,1,2,SV137,0,0,0,1,8300,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,190504,0.776,0,4.033093
OT01V2496162411,1776599078610.472,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599078610.472,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599078610.472,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,47361,89,true,0,0,270,480,41,27,41,8643,1,2,SV137,0,0,0,1,8300,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,190504,0.776,0,4.033093
OT01V2496162411,1776599078610.472,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599078610.472,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599078810.366,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,52654,108,true,0,0,270,480,47,27,47,11904,1,2,SV137,0,0,0,1,9516,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,190504,0.886,0,4.033104
OT01V2496162411,1776599078810.366,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599078810.366,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599078810.366,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,52654,108,true,0,0,270,480,47,27,47,11904,1,2,SV137,0,0,0,1,9516,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,190504,0.886,0,4.033104
OT01V2496162411,1776599078810.366,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599078810.366,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599079010.482,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,56491,127,true,0,0,270,480,53,29,53,15675,1,2,SV137,0,0,0,1,10724,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,204640,0.987,0,4.033104
OT01V2496162411,1776599079010.482,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599079010.482,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599079010.482,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,56491,127,true,0,0,270,480,53,29,53,15675,1,2,SV137,0,0,0,1,10724,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,204640,0.987,0,4.033104
OT01V2496162411,1776599079010.482,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599079010.482,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599079210.488,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,61443,144,true,0,0,270,480,59,29,59,18888,1,2,SV137,0,0,0,1,11929,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,223500,1.093,0,4.033104
OT01V2496162411,1776599079210.488,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599079210.488,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599079210.488,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,61443,144,true,0,0,270,480,59,29,59,18888,1,2,SV137,0,0,0,1,11929,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,223500,1.093,0,4.033104
OT01V2496162411,1776599079210.488,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599079210.488,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599079410.454,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,67384,162,true,0,0,270,480,65,29,65,21615,1,2,SV137,0,0,0,1,13105,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,223500,1.199,0,4.068182
OT01V2496162411,1776599079410.454,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599079410.454,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599079410.454,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,67384,162,true,0,0,270,480,65,29,65,21615,1,2,SV137,0,0,0,1,13105,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,223500,1.199,0,4.068182
OT01V2496162411,1776599079410.454,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599079410.454,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599079610.38,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,73156,178,true,0,0,270,480,71,30,71,24294,1,2,SV137,0,0,0,1,14304,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,231759,1.301,0,4.068186
OT01V2496162411,1776599079610.38,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599079610.38,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599079610.38,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,73156,178,true,0,0,270,480,71,30,71,24294,1,2,SV137,0,0,0,1,14304,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,231759,1.301,0,4.068186
OT01V2496162411,1776599079610.38,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599079610.38,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599079810.343,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,77648,196,true,0,0,270,480,77,31,77,27531,1,2,SV137,0,0,0,1,15487,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,243427,1.4,0,4.068188
OT01V2496162411,1776599079810.343,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599079810.343,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599079810.343,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,77648,196,true,0,0,270,480,77,31,77,27531,1,2,SV137,0,0,0,1,15487,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,243427,1.4,0,4.068188
OT01V2496162411,1776599079810.343,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599079810.343,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599080010.454,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,84061,217,true,0,0,270,480,83,31,83,31095,1,2,SV137,0,0,0,1,16635,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,243427,1.502,0,4.068203
OT01V2496162411,1776599080010.454,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599080010.454,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599080010.454,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,84061,217,true,0,0,270,480,83,31,83,31095,1,2,SV137,0,0,0,1,16635,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,243427,1.502,0,4.068203
OT01V2496162411,1776599080010.454,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599080010.454,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599080210.329,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,90468,226,true,0,0,270,480,89,31,89,31566,1,2,SV137,0,0,0,1,17811,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,250098,1.6,0,4.131654999999999
OT01V2496162411,1776599080210.329,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599080210.329,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599080210.329,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,90468,226,true,0,0,270,480,89,31,89,31566,1,2,SV137,0,0,0,1,17811,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,250098,1.6,0,4.131654999999999
OT01V2496162411,1776599080210.329,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599080210.329,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599080410.345,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,96363,246,true,0,0,270,480,95,31,95,35361,1,2,SV137,0,0,0,1,18977,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,257000,1.69,0,4.131658
OT01V2496162411,1776599080410.345,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599080410.345,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599080410.345,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,96363,246,true,0,0,270,480,95,31,95,35361,1,2,SV137,0,0,0,1,18977,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,257000,1.69,0,4.131658
OT01V2496162411,1776599080410.345,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599080410.345,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599080610.435,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,100837,265,true,0,0,270,480,101,31,101,38877,1,2,SV137,0,0,0,1,20133,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,257000,1.783,0,4.131663
OT01V2496162411,1776599080610.435,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599080610.435,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599080610.435,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,100837,265,true,0,0,270,480,101,31,101,38877,1,2,SV137,0,0,0,1,20133,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,257000,1.783,0,4.131663
OT01V2496162411,1776599080610.435,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
OT01V995796392,1776599080610.435,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599080810.375,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,108283,280,true,0,0,270,480,106,30,106,40767,1,2,SV137,0,0,0,1,21075,[object Object],bandwidth,0,0,0,r0,1969608071,L1T3,257000,1.865,0,4.164991
OT01V2496162411,1776599080810.375,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,0,0,true,1,0,,,0,,0,0,0,0,SV137,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,1712583422,,,0,0,0
